,Participant,Brand,Brand_First_Char,ResponseCode,Participant_Stimuli,Hbo_Op1,Hbo_Op2,Hbo_Op3,Hbo_Op4,Hbo_Op5,Hbo_Op6,Hbo_Op7,Hbo_Op8,Hbo_Op9,Hbo_Op10,Hbo_Op11,Hbo_Op12,Hbo_Op13,Hbo_Op14,Hbo_Op15,Hbo_Op16,Hbr_Op1,Hbr_Op2,Hbr_Op3,Hbr_Op4,Hbr_Op5,Hbr_Op6,Hbr_Op7,Hbr_Op8,Hbr_Op9,Hbr_Op10,Hbr_Op11,Hbr_Op12,Hbr_Op13,Hbr_Op14,Hbr_Op15,Hbr_Op16,Hbt_Op1,Hbt_Op2,Hbt_Op3,Hbt_Op4,Hbt_Op5,Hbt_Op6,Hbt_Op7,Hbt_Op8,Hbt_Op9,Hbt_Op10,Hbt_Op11,Hbt_Op12,Hbt_Op13,Hbt_Op14,Hbt_Op15,Hbt_Op16,Oxy_Op1,Oxy_Op2,Oxy_Op3,Oxy_Op4,Oxy_Op5,Oxy_Op6,Oxy_Op7,Oxy_Op8,Oxy_Op9,Oxy_Op10,Oxy_Op11,Oxy_Op12,Oxy_Op13,Oxy_Op14,Oxy_Op15,Oxy_Op16
19345,115,R04,R,0,115_24,-0.803543705,-0.241803476,-0.719488777,-0.166893248,-0.830707475,-0.574799929,-0.818480694,-0.660504316,-0.555581364,-0.721638857,-0.682452273,-0.481367034,-0.222011053,-0.163789819,-0.4084638,-0.511245389,0.214350908,0.715446934,0.21764689,0.221392505,0.004285369,0.023187874,-0.022442511,-0.02510474,-0.116072056,-0.128606923,-0.110851869,0.119303337,-0.014988881,0.007850484,-0.198876023,-0.082369036,-0.589192797,0.476906223,-0.501841887,0.054499257,-0.826422106,-0.551612055,-0.840923205,-0.685609055,-0.671653419,-0.85024578,-0.793304141,-0.362063697,-0.236999934,-0.155939335,-0.607339824,-0.593614426,-1.017894613,-0.960513174,-0.937135666,-0.388285752,-0.834992843,-0.597987803,-0.796038183,-0.635399576,-0.439509308,-0.593031934,-0.571600404,-0.600670372,-0.207022173,-0.171640303,-0.209587777,-0.428876353
19361,115,N09,N,0,115_19,0.407259026,0.325277755,0.250364824,0.095109,0.156366643,0.123740416,0.246795479,-0.050474349,-0.016572598,0.03518211,0.089498167,-0.321128478,0.359861053,0.112198353,0.327012782,0.213604944,-0.094574831,0.117083635,-0.113046628,-0.170667545,0.029679352,-0.010518054,-0.12148053,-0.15069479,-0.023073539,-0.019781634,0.053120964,-0.130249293,-0.058322848,-0.077409182,-0.519774673,0.050047365,0.312684195,0.44236139,0.137318196,-0.075558545,0.186045995,0.113222363,0.125314949,-0.201169139,-0.039646136,0.014998769,0.142619132,-0.451377771,0.301538206,0.034789171,-0.192761891,0.263652309,0.501833857,0.20819412,0.363411452,0.265776545,0.126687291,0.13425847,0.36827601,0.100220441,0.006500941,0.054924845,0.036377203,-0.190879185,0.418183901,0.189607535,0.846787456,0.16355758
19377,115,R07,R,0,115_27,-0.433004794,-0.708987505,-0.046603834,-0.475835101,0.234184002,-0.02723872,0.107788504,0.156853655,0.032068858,0.203601625,-0.071269474,-0.030242235,-0.211347645,-0.404571641,-0.362279956,-0.766426806,-0.058723107,-0.24073804,0.012334191,-0.153258629,-0.164950462,-0.258184164,-0.13196785,-0.181700828,0.136107116,0.196187568,0.013425465,0.01632,-0.02684912,-0.05190606,0.226692209,-0.157168097,-0.491727901,-0.949725544,-0.034269643,-0.62909373,0.06923354,-0.285422884,-0.024179347,-0.024847173,0.168175974,0.399789193,-0.057844009,-0.013922235,-0.238196764,-0.456477701,-0.135587747,-0.923594903,-0.374281687,-0.468249465,-0.058938025,-0.322576471,0.399134464,0.230945444,0.239756354,0.338554482,-0.104038257,0.007414057,-0.08469494,-0.046562235,-0.184498525,-0.352665581,-0.588972165,-0.609258709
19393,115,N04,N,0,115_14,-0.194929895,-0.330590267,-0.070563113,-0.218128007,-0.011063809,-0.065594655,0.057478389,0.147619936,0.229414492,0.291534495,0.067267191,0.105829941,-0.010707755,-0.214732541,-0.049434794,-0.149292251,-0.015601409,-0.000507956,0.05967135,-0.016889568,0.157039137,0.178221976,0.135125311,0.195935548,0.006660874,0.022898302,0.054575526,-0.022208766,-0.084960401,-0.097039243,0.030564671,0.116187174,-0.210531303,-0.331098224,-0.010891763,-0.235017574,0.145975328,0.112627321,0.192603701,0.343555484,0.236075366,0.314432797,0.121842717,0.083621175,-0.095668156,-0.311771784,-0.018870122,-0.033105077,-0.179328486,-0.330082311,-0.130234463,-0.201238439,-0.168102946,-0.243816631,-0.077646922,-0.048315612,0.222753619,0.268636193,0.012691665,0.128038708,0.074252646,-0.117693299,-0.079999465,-0.265479425
19409,115,N06,N,0,115_16,0.428402807,0.263451001,0.144425201,0.015340574,0.443872947,0.461057782,0.407280419,0.630866514,0.345992229,0.512880035,0.405059447,0.425222107,0.235876025,0.227832982,0.16950303,0.263959989,0.00401145,0.385623359,-0.043510429,-0.047796645,0.032690425,0.09634488,0.234629043,0.284151054,0.115028366,0.109709333,0.064640004,0.083302901,0.045818168,0.063722479,0.117793124,-0.023990343,0.432414257,0.64907436,0.100914773,-0.032456071,0.476563372,0.557402661,0.641909462,0.915017568,0.461020595,0.622589368,0.469699451,0.508525008,0.281694194,0.291555461,0.287296154,0.239969646,0.424391356,-0.122172358,0.18793563,0.063137219,0.411182522,0.364712902,0.172651376,0.34671546,0.230963863,0.403170702,0.340419443,0.341919205,0.190057857,0.164110503,0.051709906,0.287950332
19425,115,N05,N,0,115_15,-0.163307284,-0.178933012,-0.127146276,-0.12047767,0.064484684,0.135707219,0.142169679,0.065088086,0.378168867,0.169667709,0.424762451,0.379277852,0.365697913,0.438290248,0.005438459,-0.004588128,0.110013461,-0.006860757,0.240211417,0.116716893,0.17400688,0.292808086,0.222128026,0.196734084,0.181145264,0.13342469,0.200194289,0.126246798,0.083162304,0.005746311,0.005863124,-0.021381837,-0.053293823,-0.185957027,0.113065141,-0.003760777,0.238491564,0.428515305,0.364297705,0.261870868,0.559314131,0.302922988,0.624956739,0.50552465,0.448860217,0.444036559,0.011340837,-0.025686154,-0.273320745,-0.172221804,-0.367357693,-0.237194563,-0.109522196,-0.157100867,-0.079958347,-0.131636725,0.197023603,0.036006184,0.224568162,0.253031054,0.282535609,0.432543937,-0.000523672,0.016834366
19441,115,N08,N,0,115_18,-0.350490103,-0.457861316,-0.540575877,-0.50607169,-0.297315052,-0.283709879,-0.253362054,-0.250224099,-0.666559771,-0.665373439,-0.688868747,-0.854867751,-0.573308961,-0.567315131,-0.406315571,-0.340901699,0.310748615,0.238690677,0.259923472,0.221113217,0.19907863,0.033633075,2.17E-05,-0.038001065,0.003961827,0.046803792,-0.017346841,0.03438407,0.270398156,0.06825891,0.370594503,0.440953459,-0.039741488,-0.219170638,-0.280652405,-0.284958474,-0.098236422,-0.250076804,-0.253340329,-0.288225164,-0.662597944,-0.618569647,-0.706215588,-0.820483681,-0.302910805,-0.499056221,-0.035721069,0.10005176,-0.661238719,-0.696551993,-0.80049935,-0.727184907,-0.496393683,-0.317342955,-0.253383779,-0.212223034,-0.670521599,-0.712177231,-0.671521906,-0.889251821,-0.843707117,-0.635574041,-0.776910074,-0.781855159
19457,116,N08,N,0,116_18,-0.193816635,-0.203600688,-0.231510399,-0.16860778,-0.146180141,-0.024059986,-0.018356689,-0.032108161,-0.025751698,0.008092404,-0.042364885,-0.347598601,-0.474199058,-0.533529852,-0.30596885,-0.499630625,0.039660861,-0.14842514,0.07135195,-0.092588979,-0.117351694,-0.169029978,-0.152675145,-0.343942725,-0.332266091,-0.588628117,-0.622399594,-0.438234893,0.117896219,0.06657215,0.112273222,0.097000164,-0.154155774,-0.352025828,-0.16015845,-0.26119676,-0.263531836,-0.193089965,-0.171031834,-0.376050886,-0.358017789,-0.580535713,-0.664764479,-0.785833493,-0.356302839,-0.466957702,-0.193695628,-0.402630461,-0.233477495,-0.055175548,-0.302862349,-0.076018801,-0.028828447,0.144969992,0.134318456,0.311834564,0.306514393,0.596720521,0.580034709,0.090636292,-0.592095277,-0.600102001,-0.418242072,-0.596630789
19473,116,N04,N,0,116_14,-0.162535093,-0.211330149,-0.131712122,-0.207537626,-0.289369365,-0.224731052,-0.329451218,-0.226323987,-0.665577942,-0.490457043,-0.672945698,-0.402891253,-0.405476571,-0.580648477,-0.34003453,-0.450496134,-0.340046079,-0.32139589,-0.32626874,-0.317473612,0.019417119,0.017748481,0.159659454,-0.008775583,0.171441728,0.030529171,0.089799504,-0.033996431,0.16680069,0.289391929,0.145633544,0.359954934,-0.502581172,-0.532726038,-0.457980862,-0.525011239,-0.269952246,-0.206982571,-0.169791764,-0.23509957,-0.494136214,-0.459927872,-0.583146193,-0.436887684,-0.238675881,-0.291256548,-0.194400987,-0.0905412,0.177510987,0.110065741,0.194556617,0.109935986,-0.308786484,-0.242479534,-0.489110672,-0.217548403,-0.83701967,-0.520986214,-0.762745202,-0.368894823,-0.572277262,-0.870040406,-0.485668074,-0.810451068
19489,116,R06,R,0,116_26,0.059615995,0.015535814,0.01528091,0.081663103,-0.05373988,-0.05074407,-0.004888667,-0.093297293,0.089309725,0.029412197,0.163262894,0.080827678,0.026647378,0.075864632,0.07812946,0.06595347,-0.024351372,-0.162426236,-0.059477579,-0.143459571,0.000730944,0.031086111,0.121683847,0.023984142,-0.143651812,-0.294832104,-0.362378877,-0.218938836,0.072167913,0.026828868,0.051488828,0.07344832,0.035264623,-0.146890422,-0.044196669,-0.061796468,-0.053008936,-0.019657959,0.11679518,-0.069313151,-0.054342087,-0.265419908,-0.199115983,-0.138111159,0.098815291,0.1026935,0.129618288,0.13940179,0.083967366,0.177962051,0.074758489,0.225122673,-0.054470823,-0.08183018,-0.126572514,-0.117281435,0.232961538,0.324244301,0.52564177,0.299766514,-0.045520535,0.049035765,0.026640633,-0.007494849
19505,116,N10,N,0,116_20,-0.219424879,-0.25739382,-0.241599802,-0.24507442,-0.376490421,-0.390886451,-0.576090593,-0.312252574,-0.160489658,-0.15296195,-0.244894998,-0.28546896,0.055953159,0.114265817,0.188816875,0.424245752,-0.140080219,-0.041601342,-0.153049812,-0.165106963,0.212977675,0.221344422,0.61950662,0.509751367,-0.192555474,-0.0595965,-0.190725815,0.025653367,-0.369460553,-0.412297955,-0.339072935,-0.557282445,-0.359505098,-0.298995162,-0.394649614,-0.410181383,-0.163512746,-0.169542029,0.043416026,0.197498793,-0.353045132,-0.212558449,-0.435620813,-0.259815593,-0.313507394,-0.298032138,-0.150256061,-0.133036693,-0.07934466,-0.215792478,-0.08854999,-0.079967457,-0.589468097,-0.612230873,-1.195597213,-0.822003942,0.032065816,-0.09336545,-0.054169182,-0.311122327,0.425413712,0.526563772,0.52788981,0.981528197
19521,116,N09,N,0,116_19,0.15419217,0.169575765,-0.050655093,0.109188768,-0.144609493,-0.10832281,-0.317512902,-0.092328624,-0.081026763,-0.042956698,-0.170455977,-0.210978638,-0.361869507,-0.555300427,-0.276883929,-0.569384494,-0.264801793,-0.155833801,-0.141956238,-0.157447111,-0.135078375,-0.115624947,0.102895177,-0.257765132,0.074147847,-0.122673066,-0.109883645,-0.068707629,0.051423033,0.10780966,0.078244464,0.204922429,-0.110609623,0.013741964,-0.192611332,-0.048258344,-0.279687868,-0.223947757,-0.214617725,-0.350093755,-0.006878916,-0.165629764,-0.280339622,-0.279686267,-0.310446474,-0.447490767,-0.198639465,-0.364462066,0.418993963,0.325409566,0.091301145,0.266635879,-0.009531118,0.007302136,-0.42040808,0.165436508,-0.15517461,0.079716368,-0.060572332,-0.142271009,-0.413292539,-0.663110087,-0.355128393,-0.774306923
19537,116,R03,R,0,116_23,0.186621728,0.014897136,0.301962876,0.035537715,0.285301287,0.155160004,0.121534473,0.220275083,0.738726649,0.586010337,0.731943396,0.769363178,0.441951035,0.432438614,0.399854843,0.372548333,0.041904406,-0.105464185,-0.085482174,-0.058230302,0.127639968,0.107511312,0.483453418,0.023951035,-0.015607151,-0.10151589,-0.002774275,0.001703706,-0.143865323,-0.159869394,-0.204579416,-0.24699915,0.228526134,-0.090567049,0.216480703,-0.022692587,0.412941255,0.262671316,0.604987891,0.244226118,0.723119498,0.484494446,0.72916912,0.771066884,0.298085711,0.27256922,0.195275427,0.125549183,0.144717322,0.120361321,0.38744505,0.093768017,0.157661319,0.047648692,-0.361918945,0.196324048,0.7543338,0.687526227,0.734717671,0.767659472,0.585816358,0.592308008,0.604434259,0.619547482
19553,116,R05,R,0,116_25,-0.08322653,-0.156077533,-0.009155109,-0.087324542,0.01231312,0.029486973,-0.050765665,0.062094655,0.082827458,-0.034406654,0.179232228,0.064764731,-0.311088846,-0.407431818,-0.316815484,-0.563412158,0.198463707,-0.084425941,0.03079173,-0.092579426,0.091691271,0.052365525,0.814276306,0.027707015,0.011113512,-0.274205477,-0.321630447,-0.228056091,0.322352688,0.344844201,0.273565615,0.381285791,0.115237177,-0.240503474,0.021636621,-0.179903969,0.104004392,0.081852498,0.763510642,0.08980167,0.09394097,-0.308612131,-0.142398219,-0.163291359,0.011263842,-0.062587616,-0.043249869,-0.182126366,-0.281690237,-0.071651592,-0.03994684,0.005254884,-0.079378151,-0.022878552,-0.865041971,0.03438764,0.071713946,0.239798824,0.500862676,0.292820822,-0.633441534,-0.752276019,-0.5903811,-0.944697949
19569,116,R04,R,0,116_24,0.026828368,-0.06896366,0.008725552,-0.065454215,0.029295559,0.101431263,0.31741017,0.286629923,-0.207972288,0.002141485,-0.14394392,-0.178665078,-0.245364016,-0.214159986,-0.168275105,-0.144162071,-0.168355597,-0.288236052,-0.177281035,-0.258505124,-0.289270487,-0.399256712,-0.525641797,-0.571155783,-0.051301268,-0.226609989,-0.12564879,-0.140497926,0.116326726,0.149773651,0.057704314,0.124999203,-0.141527229,-0.357199712,-0.168555483,-0.323959339,-0.259974928,-0.297825449,-0.208231628,-0.28452586,-0.259273556,-0.224468503,-0.26959271,-0.319163003,-0.12903729,-0.064386335,-0.110570791,-0.019162868,0.195183964,0.219272392,0.186006588,0.193050908,0.318566046,0.500687975,0.843051967,0.857785706,-0.15667102,0.228751474,-0.01829513,-0.038167152,-0.361690742,-0.363933636,-0.22597942,-0.269161275
19585,116,N07,N,0,116_17,-0.545082687,-0.142912789,-0.601004137,-0.302677355,-0.730900532,-0.575822096,-0.999594484,-0.552805667,-0.702520732,-0.484654177,-0.74070293,-0.836745653,-0.538798952,-0.500458314,-0.386597895,-0.245427491,0.119680427,-0.04014281,-0.033482614,-0.093587382,-0.381952807,-0.332136603,-0.490470332,-0.335397161,-0.204141633,-0.094084819,-0.230543941,-0.116460293,-0.337652674,-0.274367648,-0.1086168,-0.091846278,-0.42540226,-0.183055599,-0.634486751,-0.396264738,-1.112853339,-0.907958698,-1.490064816,-0.888202828,-0.906662365,-0.578738996,-0.971246871,-0.953205946,-0.876451627,-0.774825962,-0.495214694,-0.337273769,-0.664763114,-0.102769979,-0.567521523,-0.209089973,-0.348947726,-0.243685493,-0.509124152,-0.217408505,-0.498379099,-0.390569358,-0.510158989,-0.72028536,-0.201146278,-0.226090667,-0.277981095,-0.153581214
19601,116,N02,N,0,116_12,-0.038674204,-0.058906587,0.090260032,0.166438652,0.048402186,0.197146547,0.035296549,0.207840022,0.554536974,0.424021109,0.524690505,0.286081755,0.180712079,0.122698974,0.031381676,-0.173952266,0.443265943,0.063845155,0.141892542,0.057056506,0.283109576,0.226023992,1.120964979,0.57319755,0.415231963,0.053789006,0.006741796,0.039999129,0.149038813,0.069426324,0.09625856,0.087139162,0.404591739,0.004938568,0.232152575,0.223495158,0.331511763,0.423170539,1.156261528,0.781037571,0.969768938,0.477810115,0.531432302,0.326080884,0.329750892,0.192125299,0.127640236,-0.086813104,-0.481940147,-0.122751741,-0.05163251,0.109382146,-0.23470739,-0.028877445,-1.08566843,-0.365357528,0.139305011,0.370232103,0.517948709,0.246082626,0.031673266,0.05327265,-0.064876885,-0.261091428
19617,116,N03,N,0,116_13,0.066314488,-0.053488879,0.085264426,0.146133032,0.156495059,0.252349359,0.316132917,0.34220785,0.07965784,0.049232004,0.185115228,0.22354916,0.107477219,0.22291948,0.046736576,0.067137118,0.068904003,0.011152419,0.152769953,0.004439893,0.122411105,-0.008489865,0.244118532,0.014593716,0.496712041,0.17422665,0.294838584,0.064016892,0.070819197,0.008370354,0.144333558,0.11987424,0.13521849,-0.04233646,0.238034379,0.150572925,0.278906163,0.243859495,0.560251449,0.356801566,0.576369881,0.223458654,0.479953812,0.287566052,0.178296415,0.231289833,0.191070134,0.187011359,-0.002589515,-0.064641297,-0.067505527,0.141693139,0.034083954,0.260839224,0.072014385,0.327614134,-0.417054201,-0.124994646,-0.109723356,0.159532268,0.036658022,0.214549126,-0.097596982,-0.052737122
19633,116,N01,N,0,116_11,-0.086017677,0.007000622,-0.057355251,-0.008405446,-0.214806045,-0.267492366,-0.360404032,-0.205976579,0.187784303,0.087824177,0.091981668,-0.051556545,-0.313869901,-0.212343311,-0.246189661,-0.234224921,-0.133346816,-0.048827285,-0.113590599,-0.121806161,-0.018478273,0.015533038,0.024466243,0.237709733,-0.643687358,-0.228424181,-0.327497426,-0.146451767,0.177604892,0.152142539,0.27582359,0.364239098,-0.219364493,-0.041826664,-0.17094585,-0.130211607,-0.233284318,-0.251959329,-0.335937788,0.031733154,-0.455903055,-0.140600004,-0.235515759,-0.198008312,-0.136265009,-0.060200773,0.029633929,0.130014177,0.047329139,0.055827907,0.056235348,0.113400715,-0.196327772,-0.283025404,-0.384870275,-0.443686312,0.83147166,0.316248357,0.419479094,0.094895222,-0.491474793,-0.36448585,-0.522013251,-0.598464018
19649,116,R10,R,0,116_30,0.361856354,0.117530348,0.284956201,0.220281067,0.421819894,0.406844826,0.011043037,0.596927125,0.095161226,0.05702304,0.317546381,0.051647977,0.501052099,0.134410044,0.320461825,0.062380956,-0.130609847,-0.099467534,-0.031220496,-0.117875846,-0.056512988,-0.141171796,0.019589824,-0.22656062,0.416707892,0.306968499,0.475850625,0.104218018,-0.046666936,-0.01718642,-0.026835243,0.081912322,0.231246507,0.018062814,0.253735706,0.102405221,0.365306907,0.26567303,0.035244562,0.379179637,0.511869118,0.363991539,0.793397006,0.155865995,0.454385163,0.117223624,0.293626581,0.144293278,0.492466201,0.216997883,0.316176697,0.338156913,0.475123584,0.548016622,-0.005348966,0.832300877,-0.321546666,-0.24994546,-0.158304245,-0.05257004,0.547719035,0.151596464,0.347297068,-0.019531366
19665,116,N06,N,0,116_16,0.209274589,0.069555797,0.106693913,0.059088104,0.177404951,0.175916133,0.013714437,0.049350546,0.015658387,0.567714801,0.738100976,0.663714839,0.134017721,0.123891081,0.040615514,0.044995722,-0.215072323,-0.051844736,0.059360244,0.034542895,0.106199877,0.045500869,0.020269037,0.139693397,0.015984991,-0.208531259,-0.074561143,-0.153009742,0.149678353,0.17670818,0.155947498,0.18659617,-0.005797734,0.017711061,0.166054156,0.093630999,0.283604828,0.221417002,0.033526731,0.189043943,0.031626352,0.359183542,0.663539833,0.510705097,0.283696074,0.300599261,0.196563013,0.231591892,0.424346911,0.121400533,0.047333669,0.024545209,0.071205074,0.130415264,-0.006113908,-0.090342851,-0.000383846,0.77624606,0.812662119,0.816724581,-0.015660633,-0.0528171,-0.115331984,-0.141600448
19681,116,R02,R,0,116_22,0.061414887,-0.00503514,0.200220685,0.158576353,0.063165072,0.007825015,-0.161378768,-0.190473516,-0.13408321,-0.230177675,-0.048554451,0.074239281,0.403494698,0.535390829,0.227121306,0.385542674,0.158999109,-0.071529726,0.02021897,-0.029388645,0.222384579,0.163769217,0.963914024,0.467627451,0.886408997,0.456242525,0.510521991,0.264704982,-0.12489854,-0.167000612,-0.09412694,-0.161631902,0.220413996,-0.076564867,0.220439655,0.129187708,0.285549651,0.171594232,0.802535256,0.277153935,0.752325786,0.22606485,0.46196754,0.338944263,0.278596158,0.368390217,0.132994366,0.223910772,-0.097584223,0.066494586,0.180001716,0.187964998,-0.159219508,-0.155944202,-1.125292791,-0.658100967,-1.020492207,-0.6864202,-0.559076441,-0.1904657,0.528393238,0.70239144,0.321248246,0.547174576
19697,116,N05,N,0,116_15,-0.190343206,0.028962522,-0.220958487,-0.031511974,-0.299236799,-0.266206114,-0.713768729,-0.404352379,0.032386016,0.22244698,0.122264998,0.268910963,-0.406404852,-0.247991191,-0.284842585,-0.100436968,0.180419913,0.168145958,0.173400063,0.124412111,0.133499809,0.206669884,0.318351275,0.36080051,-0.250122414,-0.018409767,-0.146552847,-0.089875668,0.412021619,0.436860372,0.447806229,0.569388138,-0.009923293,0.197108481,-0.047558424,0.092900137,-0.16573699,-0.05953623,-0.395417455,-0.043551869,-0.217736398,0.204037213,-0.024287849,0.179035295,0.005616767,0.188869181,0.162963644,0.468951171,-0.370763119,-0.139183436,-0.39435855,-0.155924086,-0.432736607,-0.472875998,-1.032120004,-0.76515289,0.282508431,0.240856748,0.268817845,0.35878663,-0.818426472,-0.684851562,-0.732648814,-0.669825106
19713,116,R09,R,0,116_29,-0.056489607,0.096828604,-0.152321533,-0.076372002,-0.373616901,-0.349693617,-0.274332253,-0.199478709,0.015997855,0.048160496,-0.15353081,-0.454035051,-0.304117815,-0.491358414,-0.16041767,-0.160604164,-0.194196801,-0.180546378,-0.119398749,-0.150937038,-0.042545915,0.012135493,-0.526683722,-0.122637991,-0.661937457,-0.436272278,-0.358244247,-0.243673046,-0.029779358,-0.111850768,-0.010520333,-0.067032504,-0.250686408,-0.083717774,-0.271720282,-0.22730904,-0.416162816,-0.337558124,-0.801015975,-0.3221167,-0.645939602,-0.388111781,-0.511775057,-0.697708097,-0.333897172,-0.603209182,-0.170938004,-0.227636668,0.137707194,0.277374982,-0.032922784,0.074565036,-0.331070986,-0.36182911,0.252351468,-0.076840718,0.677935312,0.484432774,0.204713436,-0.210362004,-0.274338457,-0.379507645,-0.149897337,-0.09357166
19728,117,R10,R,0,117_30,-0.000843173,-0.02777333,-0.089399609,-0.082631453,-0.093935054,-0.241660221,-0.202497345,-0.32086065,-0.024643542,-0.290354011,0.148456764,-0.127417829,0.069042397,-0.000634666,0.005425093,-0.244930751,0.007458486,-0.026230842,-0.028730782,0.026910821,-0.003210246,0.07204331,-0.12790844,-0.041738471,-0.162048124,-0.074218994,-0.524285058,-0.062233772,-0.217416897,-0.118877617,0.005933215,-0.257879002,0.006537658,-0.054004171,-0.11813039,-0.055720633,-0.097145299,-0.169616911,-0.330405786,-0.362599121,-0.186691666,-0.364573005,-0.375828294,-0.189651601,-0.1483745,-0.119512283,0.011348187,-0.502809753,-0.008304411,-0.001542488,-0.060668827,-0.109542274,-0.090724808,-0.313703531,-0.074588905,-0.279122179,0.137404582,-0.216135017,0.672741822,-0.065184057,0.286459294,0.11824295,-0.000444599,0.012948251
