,Participant,Brand,Brand_First_Char,ResponseCode,Participant_Stimuli,Hbo_Op1,Hbo_Op2,Hbo_Op3,Hbo_Op4,Hbo_Op5,Hbo_Op6,Hbo_Op7,Hbo_Op8,Hbo_Op9,Hbo_Op10,Hbo_Op11,Hbo_Op12,Hbo_Op13,Hbo_Op14,Hbo_Op15,Hbo_Op16,Hbr_Op1,Hbr_Op2,Hbr_Op3,Hbr_Op4,Hbr_Op5,Hbr_Op6,Hbr_Op7,Hbr_Op8,Hbr_Op9,Hbr_Op10,Hbr_Op11,Hbr_Op12,Hbr_Op13,Hbr_Op14,Hbr_Op15,Hbr_Op16,Hbt_Op1,Hbt_Op2,Hbt_Op3,Hbt_Op4,Hbt_Op5,Hbt_Op6,Hbt_Op7,Hbt_Op8,Hbt_Op9,Hbt_Op10,Hbt_Op11,Hbt_Op12,Hbt_Op13,Hbt_Op14,Hbt_Op15,Hbt_Op16,Oxy_Op1,Oxy_Op2,Oxy_Op3,Oxy_Op4,Oxy_Op5,Oxy_Op6,Oxy_Op7,Oxy_Op8,Oxy_Op9,Oxy_Op10,Oxy_Op11,Oxy_Op12,Oxy_Op13,Oxy_Op14,Oxy_Op15,Oxy_Op16
27692,159,N07,N,0,159_17,0.728522906,0.768166284,0.506130973,0.443485277,0.537961647,0.590533695,0.70398375,0.870322169,0.766476255,1.16725446,1.066140817,0.925463692,0.785337034,0.673637752,0.597205903,0.809227885,-0.055175538,-0.264267255,-0.001256397,-0.007732396,0.019270364,-0.047995579,0.026472649,-0.165048211,-0.2040318,-0.510417202,-0.359955318,-0.433464872,-0.161714619,-0.044583441,-0.24465236,-0.131762603,0.673347368,0.503899029,0.504874576,0.435752881,0.55723201,0.542538116,0.730456398,0.705273958,0.562444455,0.656837258,0.706185499,0.491998821,0.623622415,0.629054312,0.352553543,0.677465281,0.783698443,1.032433539,0.50738737,0.451217673,0.518691283,0.638529274,0.677511101,1.03537038,0.970508055,1.677671662,1.426096136,1.358928564,0.947051653,0.718221193,0.841858264,0.940990488
27708,159,N10,N,0,159_20,-0.976683694,-1.038856148,-1.036867796,-0.933865997,-0.843345502,-0.962050597,-0.900778889,-0.963105976,-0.798230997,-0.918557757,-0.913624255,-0.754180287,-0.865535893,-0.790728763,-0.736009182,-0.799304583,0.121919965,0.11519091,0.08394256,0.032584362,-0.112682856,-0.072641104,-0.072527024,0.050114888,-0.007646638,0.115371086,-0.066142334,-0.046043341,0.022334094,-0.041611379,-0.053133956,0.035999565,-0.854763729,-0.923665238,-0.952925236,-0.901281635,-0.956028357,-1.034691701,-0.973305914,-0.912991088,-0.805877634,-0.803186672,-0.979766589,-0.800223628,-0.843201799,-0.832340142,-0.789143138,-0.763305018,-1.098603659,-1.154047057,-1.120810356,-0.966450359,-0.730662646,-0.889409494,-0.828251865,-1.013220864,-0.790584359,-1.033928843,-0.847481921,-0.708136946,-0.887869987,-0.749117383,-0.682875227,-0.835304148
27724,159,N02,N,0,159_12,0.29892922,0.401489897,0.048143542,-0.004749346,-0.049317469,-0.169758102,0.140268501,0.249183608,0.074869829,0.219427761,0.017948004,-0.160664225,0.343351761,0.1331651,0.496373304,0.43244089,0.041212909,0.026317075,0.006771885,-0.025923421,-0.067924118,-0.172196498,-0.078036596,-0.186848236,-0.098584398,-0.119489213,-0.016603655,-0.083684405,0.023472826,-0.01287428,-0.119326964,0.040806192,0.340142128,0.427806972,0.054915427,-0.030672767,-0.117241587,-0.341954599,0.062231905,0.062335372,-0.023714569,0.099938548,0.001344349,-0.244348631,0.366824587,0.12029082,0.377046339,0.473247083,0.257716311,0.375172822,0.041371657,0.021174075,0.018606649,0.002438396,0.218305097,0.436031844,0.173454227,0.338916973,0.034551659,-0.07697982,0.319878935,0.146039379,0.615700268,0.391634698
27740,159,N05,N,0,159_15,-0.374273406,-0.289743308,-0.297495142,-0.200647782,-0.235644328,-0.210215464,-0.26948646,-0.301662904,-0.327305278,-0.444368589,-0.446620429,-0.405377389,-0.579800788,-0.457556314,-0.458594519,-0.535933311,-0.120194674,-0.120564036,-0.100578526,-0.050133912,-0.028152029,0.003154825,-0.044110258,0.033686892,0.125048138,0.226083877,0.186859225,0.140520797,0.169698674,0.13505422,0.130742513,0.090724277,-0.49446808,-0.410307344,-0.398073668,-0.250781694,-0.263796357,-0.207060639,-0.313596718,-0.267976012,-0.20225714,-0.218284712,-0.259761204,-0.264856591,-0.410102114,-0.322502095,-0.327852007,-0.445209034,-0.254078733,-0.169179272,-0.196916616,-0.150513869,-0.207492299,-0.213370289,-0.225376202,-0.335349796,-0.452353416,-0.670452467,-0.633479654,-0.545898186,-0.749499461,-0.592610534,-0.589337032,-0.626657588
27756,159,N04,N,0,159_14,-0.743707411,-0.941914757,-0.922173809,-0.795127677,-0.835660068,-0.980410125,-0.832623311,-0.811809211,-0.72333822,-0.691314937,-0.763072176,-0.811792182,-0.59075377,-0.642741275,-0.702007077,-0.743027882,0.016958917,-0.133876561,0.054506054,-0.033658248,0.048111921,0.015913264,0.090242811,0.287005553,0.125319097,0.238420844,0.101551387,0.019324911,-0.04404961,-0.163078652,-0.100196889,-0.196267934,-0.726748494,-1.075791319,-0.867667755,-0.828785925,-0.787548147,-0.964496861,-0.742380501,-0.524803657,-0.598019123,-0.452894093,-0.661520789,-0.792467272,-0.63480338,-0.805819927,-0.802203966,-0.939295816,-0.760666329,-0.808038196,-0.976679863,-0.76146943,-0.883771989,-0.996323388,-0.922866122,-1.098814764,-0.848657317,-0.929735781,-0.864623563,-0.831117093,-0.54670416,-0.479662624,-0.601810188,-0.546759948
27772,159,R04,R,0,159_24,-1.427606294,-1.487157115,-1.467935625,-1.201920288,-1.114441668,-1.035272364,-1.382073866,-1.29607349,-1.316310449,-1.791237654,-1.575482703,-1.467439072,-1.630508113,-1.470160476,-1.379757237,-1.346710373,0.1512527,0.19115514,0.030176893,0.063028751,-0.205405773,-0.188172784,-0.375427359,-0.215271299,0.095222526,0.184784906,0.005514311,0.153193788,0.381004044,0.228050021,0.667546755,0.716850523,-1.276353593,-1.296001975,-1.437758731,-1.138891537,-1.319847441,-1.223445148,-1.757501225,-1.511344789,-1.221087923,-1.606452748,-1.569968392,-1.314245284,-1.249504069,-1.242110455,-0.712210482,-0.629859851,-1.578858994,-1.678312255,-1.498112518,-1.264949039,-0.909035895,-0.84709958,-1.006646507,-1.080802191,-1.411532974,-1.97602256,-1.580997014,-1.620632861,-2.011512157,-1.698210496,-2.047303993,-2.063560896
27788,159,R03,R,0,159_23,-0.195771861,0.039406382,0.305260301,0.316125629,0.614932458,0.689829033,0.488731898,0.357641388,0.484215011,0.52274446,0.523636157,0.846189108,0.121062084,0.568238496,0.048082987,0.081571238,-0.177722805,-0.150000509,-0.235665577,-0.207785651,0.01413769,0.098160456,0.022645618,0.113689674,-0.222429737,-0.238043291,-0.241619123,-0.210267823,-0.340760592,-0.266067723,-0.162291264,-0.31158828,-0.373494665,-0.110594127,0.069594723,0.108339978,0.629070148,0.787989489,0.511377515,0.471331062,0.261785274,0.284701169,0.282017035,0.635921285,-0.219698507,0.297162206,-0.114208276,-0.230017042,-0.018049056,0.189406891,0.540925878,0.52391128,0.600794768,0.591668577,0.46608628,0.243951714,0.706644748,0.760787751,0.76525528,1.056456931,0.461822676,0.839314786,0.210374251,0.393159519
27804,159,P05,P,0,159_5,0.245384522,0.201715903,0.486631012,0.420527145,0.51749756,0.579564168,0.497892213,0.710311443,0.393604854,0.696828395,0.722073917,0.573922253,0.65449881,0.534576334,0.436405322,0.360628956,-0.138132867,-0.262430132,-0.05772364,-0.056607789,0.078813044,-0.02436433,0.077963823,-0.167923329,-0.141838883,-0.147017392,-0.126398478,-0.177801194,-0.263085657,-0.171183611,-0.292711908,-0.340299665,0.107251655,-0.060714229,0.428907373,0.363919355,0.596310604,0.555199838,0.575856036,0.542388114,0.25176597,0.549811003,0.595675438,0.396121058,0.391413153,0.363392723,0.143693414,0.020329291,0.38351739,0.464146035,0.544354652,0.477134934,0.438684516,0.603928498,0.41992839,0.878234771,0.535443737,0.843845787,0.848472395,0.751723447,0.917584467,0.705759945,0.729117229,0.700928621
27820,159,N06,N,0,159_16,-1.173985979,-1.181448141,-0.987021626,-0.841093034,-0.665704841,-0.683119107,-0.837789022,-0.857785149,-0.91486399,-0.995417368,-1.011548199,-0.723732258,-1.127819231,-0.843641212,-1.044048309,-1.037500221,-0.057459429,0.055472592,0.071052576,0.080003769,-0.127979337,-0.113149568,-0.156887055,0.018786657,0.092400535,0.168651419,-0.000611229,0.003424681,-0.137530529,-0.1430731,0.126446153,0.035248667,-1.231445408,-1.125975549,-0.91596905,-0.761089265,-0.793684178,-0.796268675,-0.994676078,-0.838998492,-0.822463455,-0.826765949,-1.012159429,-0.720307577,-1.265349759,-0.986714312,-0.917602156,-1.002251554,-1.11652655,-1.236920734,-1.058074203,-0.921096804,-0.537725504,-0.569969539,-0.680901967,-0.876571806,-1.007264525,-1.164068787,-1.01093697,-0.727156939,-0.990288702,-0.700568113,-1.170494462,-1.072748888
27836,159,R02,R,0,159_22,-0.420663138,0.018165694,-0.573497593,-0.736971312,-0.325374975,-0.205362537,-0.319270461,-0.010268237,-0.356136538,0.060476021,-0.270028667,-0.120749689,-0.449460224,-0.353462169,-0.604540742,-0.482189778,-0.069016313,0.423159232,-0.108874081,-0.504889198,-0.107142549,-0.323780009,-0.106287868,0.051812999,-0.00773321,0.005087727,-0.187708082,-0.227320919,-0.089115868,-0.13281349,-0.018774641,-0.009603073,-0.489679451,0.441324925,-0.682371674,-1.241860511,-0.432517524,-0.529142546,-0.425558329,0.041544762,-0.363869748,0.065563748,-0.457736749,-0.348070609,-0.538576092,-0.486275658,-0.623315383,-0.491792851,-0.351646826,-0.404993538,-0.464623513,-0.232082114,-0.218232426,0.118417473,-0.212982593,-0.062081236,-0.348403329,0.055388294,-0.082320585,0.10657123,-0.360344356,-0.220648679,-0.585766101,-0.472586705
27852,159,R01,R,0,159_21,0.334213339,0.346259829,0.033721932,0.006649139,-0.352515552,-0.472565615,-0.063466088,-0.055402977,-0.087878991,0.129929618,-0.181767856,-0.322025674,-0.137529644,-0.391693064,0.128381316,0.091874106,0.047406858,0.092100503,0.088989747,0.186477502,0.333027,0.22110783,0.431536187,0.424137999,0.372011565,0.663830853,0.462020819,0.263393143,0.410980959,0.315861329,0.008291825,0.271942382,0.381620197,0.438360332,0.122711679,0.193126642,-0.019488551,-0.251457785,0.368070099,0.368735021,0.284132573,0.793760471,0.280252963,-0.058632531,0.273451316,-0.075831735,0.136673141,0.363816488,0.286806481,0.254159326,-0.055267816,-0.179828363,-0.685542552,-0.693673446,-0.495002275,-0.479540976,-0.459890556,-0.533901236,-0.643788675,-0.585418817,-0.548510603,-0.707554393,0.120089491,-0.180068277
27868,159,N03,N,0,159_13,0.570497792,0.280391571,1.058418886,0.760962589,1.157968503,1.25482387,1.001190517,0.814030638,0.83790572,0.635515851,1.027368393,0.985554928,0.761417132,0.819652058,0.397853351,0.386699405,0.068393263,-0.094770729,0.074775904,0.15951069,0.218256088,0.318843112,0.204825874,0.06981597,0.181197274,0.062477945,0.135653886,0.27280419,-0.031801364,0.095425559,0.06594382,-0.106396018,0.638891055,0.185620842,1.13319479,0.92047328,1.376224591,1.573666982,1.206016391,0.883846608,1.019102994,0.697993796,1.163022279,1.258359118,0.729615768,0.915077616,0.463797171,0.280303387,0.502104529,0.3751623,0.983642982,0.601451899,0.939712415,0.935980759,0.796364644,0.744214668,0.656708445,0.573037906,0.891714507,0.712750739,0.793218496,0.724226499,0.331909531,0.493095423
27884,159,N09,N,0,159_19,-0.424642669,-0.411881212,-0.248896956,-0.152134424,-0.195151736,-0.009640577,-0.545304054,-0.671015698,-0.581554403,-0.991101281,-0.52613174,-0.291779798,-0.444155892,-0.234178805,-0.508994299,-0.504535974,-0.027946328,-0.049567023,-0.034332937,-0.060358335,0.004879441,0.025680254,-0.168918399,-0.061714328,-0.042508621,-0.131662293,-0.06963662,0.008439394,0.112824682,0.005182936,0.268691541,0.174173873,-0.452588997,-0.461448236,-0.283229893,-0.212492759,-0.190272295,0.016039677,-0.714222453,-0.732730027,-0.624063024,-1.122763574,-0.595768359,-0.283340404,-0.33133121,-0.228995869,-0.240302758,-0.330362101,-0.396696341,-0.362314189,-0.21456402,-0.091776089,-0.200031177,-0.035320831,-0.376385655,-0.60930137,-0.539045782,-0.859438988,-0.45649512,-0.300219193,-0.556980575,-0.239361741,-0.777685839,-0.678709847
27900,159,R10,R,0,159_30,1.128123279,1.171935883,0.93461068,0.760558384,0.683326721,0.559702073,0.720839839,0.981266194,0.658296798,0.962746178,0.792257495,0.576287344,0.806616779,0.552769484,0.880100856,0.728908785,-0.062815342,-0.218985744,-0.080252502,0.004060773,-0.078771643,-0.153927253,-0.067723029,-0.369597895,-0.109954615,-0.318009126,-0.053369523,-0.176554379,-0.081727247,0.053821683,-0.266059214,-0.0623127,1.065307937,0.952950139,0.854358177,0.764619157,0.604555078,0.40577482,0.65311681,0.611668298,0.548342183,0.644737051,0.738887973,0.399732965,0.724889532,0.606591166,0.614041642,0.666596084,1.190938621,1.390921628,1.014863182,0.756497611,0.762098364,0.713629327,0.788562868,1.350864089,0.768251412,1.280755304,0.845627018,0.752841723,0.888344026,0.498947801,1.146160069,0.791221485
27916,159,N01,N,0,159_11,-0.172267227,-0.460381099,-0.172370771,-0.116343784,-0.133790186,-0.193022669,-0.21261591,-0.454835603,-0.02297098,-0.167375713,0.110687226,0.111301577,0.084063152,-0.047213011,-0.200118154,-0.222396315,0.111715755,0.103950293,0.184527669,0.146707418,0.069955287,0.119945487,0.041277536,0.057846624,0.024254463,-0.007543365,-0.007301158,-0.017754941,-0.198614064,-0.16069006,-0.143376763,-0.134038422,-0.060551473,-0.356430806,0.012156897,0.030363634,-0.063834899,-0.073077182,-0.171338374,-0.39698898,0.001283484,-0.174919078,0.103386068,0.093546637,-0.114550912,-0.207903071,-0.343494917,-0.356434737,-0.283982982,-0.564331392,-0.35689844,-0.263051203,-0.203745473,-0.312968157,-0.253893447,-0.512682227,-0.047225443,-0.159832348,0.117988384,0.129056518,0.282677216,0.113477049,-0.056741391,-0.088357892
27932,159,R06,R,0,159_26,-0.068267504,-0.121691111,-0.118840832,-0.187652787,-0.209643538,-0.24318782,-0.198219492,-0.275616909,-0.050889768,0.106163607,-0.041896021,0.090934201,-0.248500588,-0.18282213,-0.189723977,-0.128390456,-0.106966295,-0.150463711,-0.145110881,-0.13991311,-0.019157871,0.014870007,-0.023049422,0.044990886,-0.17313195,-0.284705557,-0.211712974,-0.305523258,0.010887575,-0.050276599,-0.095141444,-0.013492091,-0.1752338,-0.272154822,-0.263951713,-0.327565897,-0.22880141,-0.228317813,-0.221268914,-0.230626023,-0.224021718,-0.178541949,-0.253608995,-0.214589058,-0.237613013,-0.233098729,-0.284865421,-0.141882547,0.038698791,0.0287726,0.026270049,-0.047739677,-0.190485667,-0.258057827,-0.175170069,-0.320607796,0.122242182,0.390869164,0.169816953,0.396457459,-0.259388163,-0.132545531,-0.094582534,-0.114898365
27948,159,R05,R,0,159_25,-0.362593303,-0.328220305,-0.461540432,-0.38455991,-0.390892805,-0.397357539,-0.301228894,-0.259407625,-0.263054955,-0.149168833,-0.333682476,-0.293302151,-0.12995962,-0.195912076,-0.041050329,-0.086736341,0.095172078,0.005824999,0.094487097,0.026506901,0.094027074,0.062420061,0.068393307,0.106942464,0.103282933,-0.012928771,0.099333064,-0.00238112,-0.011892953,-0.067355988,0.037288846,-0.016442035,-0.267421225,-0.322395307,-0.367053335,-0.35805301,-0.296865731,-0.334937478,-0.232835587,-0.15246516,-0.159772023,-0.162097605,-0.234349411,-0.295683271,-0.141852573,-0.263268065,-0.003761483,-0.103178376,-0.457765381,-0.334045304,-0.556027529,-0.411066811,-0.484919878,-0.4597776,-0.369622201,-0.366350089,-0.366337888,-0.136240062,-0.43301554,-0.290921032,-0.118066667,-0.128556088,-0.078339175,-0.070294306
27964,159,N08,N,0,159_18,-0.234894779,-0.332072139,-0.451027646,-0.398514663,-0.458545778,-0.559059265,-0.478296938,-0.507683041,-0.396823317,-0.378104884,-0.355161693,-0.378843871,-0.512829611,-0.648728467,-0.37595599,-0.428662538,0.026728087,0.088671686,0.071360169,0.065067356,-0.017274051,-0.010108184,-0.024192455,-0.026135873,0.040438604,0.007308058,-0.024198763,-0.113678598,0.125751587,0.110477028,0.161108029,0.248448345,-0.208166692,-0.243400453,-0.379667477,-0.333447307,-0.475819829,-0.569167449,-0.502489393,-0.533818914,-0.356384714,-0.370796826,-0.379360456,-0.492522469,-0.387078024,-0.538251438,-0.214847961,-0.180214193,-0.261622866,-0.420743825,-0.522387815,-0.463582018,-0.441271727,-0.548951081,-0.454104482,-0.481547167,-0.437261921,-0.385412942,-0.330962931,-0.265165273,-0.638581198,-0.759205495,-0.537064018,-0.677110883
27980,159,R07,R,0,159_27,0.004034761,0.317661654,-0.55065025,-0.37408311,-0.937535543,-0.893344008,-0.614681287,-0.35118093,-0.340270782,-0.108073508,-0.558202921,-0.700627853,0.015965899,-0.31431417,0.023661365,0.002150124,0.114518673,0.025777174,0.190621721,0.100523039,0.209018291,0.187031239,0.268193766,0.337044588,0.138273946,0.132312505,0.090175374,0.074898647,-0.015904419,-0.084884604,-0.059034343,-0.1042125,0.118553434,0.343438829,-0.360028528,-0.273560071,-0.728517252,-0.706312769,-0.346487521,-0.014136342,-0.201996835,0.024238997,-0.468027547,-0.625729206,6.15E-05,-0.399198774,-0.035372978,-0.102062376,-0.110483912,0.29188448,-0.741271971,-0.474606149,-1.146553833,-1.080375247,-0.882875054,-0.688225517,-0.478544728,-0.240386013,-0.648378294,-0.7755265,0.031870319,-0.229429566,0.082695707,0.106362624
27996,160,R01,R,0,160_21,1.206462244,1.245277737,0.603139882,0.748497923,0.413777392,0.370571981,0.579867557,0.49831823,0.591987219,0.660700262,1.010936206,0.413557764,1.003050093,0.623116407,0.853668065,0.738524328,-0.044821488,-0.113554261,-0.037476931,-0.240957565,0.020807602,-0.136678457,-0.024630038,-0.061292943,-0.067684959,-0.097425578,0.152253302,-0.184009601,0.114307529,-0.10569851,-0.057351616,-0.170954043,1.165137986,1.131723477,0.565662951,0.507540358,0.434584993,0.233893524,0.555237519,0.437025288,0.52430226,0.563274684,1.156983368,0.229548163,1.113722661,0.517417897,0.796316449,0.567570286,1.240889574,1.358831998,0.640616813,0.989455488,0.39296979,0.507250438,0.604497596,0.559611173,0.659672178,0.758125839,0.888795353,0.597567365,0.888742564,0.728814916,0.91101968,0.909478371
28012,160,N08,N,0,160_18,-0.2637925,-0.287144215,-0.455886134,-0.520330909,-0.460284577,-0.647829501,-0.301427618,-0.47853093,-0.337489371,-0.426301217,-0.458649282,-0.567922562,-0.413823608,-0.504491816,-0.322408765,-0.376556224,-0.189240697,-0.238183261,-0.189125815,-0.360057017,-0.114398055,-0.464782693,-0.061965431,-0.320360421,0.008936706,0.011959721,0.040577719,-0.050865052,-0.096452265,-0.205079748,-0.182680974,-0.233499592,-0.453033198,-0.525327476,-0.645011949,-0.880387926,-0.574682633,-1.112612194,-0.363393049,-0.798891352,-0.328552666,-0.414341496,-0.418071563,-0.618787614,-0.510275872,-0.709571564,-0.505089739,-0.610055817,-0.074551803,-0.048960954,-0.266760319,-0.160273892,-0.345886522,-0.183046807,-0.239462187,-0.158170509,-0.346426077,-0.438260939,-0.499227001,-0.517057511,-0.317371343,-0.299412068,-0.139727791,-0.143056632
28028,160,R04,R,0,160_24,0.065872754,0.161518087,0.119528214,0.315931043,0.098816459,0.234315842,0.115642504,0.181682197,0.145313498,0.224515325,0.206988148,0.098260282,0.133979076,-0.01218871,0.008764731,0.052952001,-0.167016229,-0.186450737,-0.156691251,-0.355033086,-0.07345822,-0.235460868,-0.005324916,-0.150984246,-0.003565065,-0.04610668,-0.074569833,-0.141596787,-0.148749805,-0.152007184,-0.096649912,-0.07809608,-0.101143475,-0.024932649,-0.037163037,-0.039102043,0.02535824,-0.001145026,0.110317588,0.030697951,0.141748433,0.178408645,0.132418315,-0.043336505,-0.014770729,-0.164195894,-0.087885181,-0.025144079,0.232888984,0.347968824,0.276219465,0.670964128,0.172274679,0.469776711,0.12096742,0.332666443,0.148878563,0.270622004,0.281557982,0.23985707,0.282728881,0.139818474,0.105414642,0.131048081
28044,160,N06,N,0,160_16,-0.117983586,-0.182098941,-0.176533741,-0.248933336,-0.067577216,-0.016097164,0.072646473,-0.035158387,-0.080841163,-0.136994265,-0.158575193,-0.213185382,-0.291848926,-0.432883232,-0.220586239,-0.41151389,-0.046437192,-0.055421178,-0.06628033,-0.15178284,-0.100719901,-0.253613749,-0.098232565,-0.174513699,0.026803642,0.065496696,0.056628322,0.01495365,-0.016103653,-0.000281189,-0.084262835,-0.08601032,-0.164420778,-0.23752012,-0.242814071,-0.400716176,-0.168297117,-0.269710913,-0.025586092,-0.209672085,-0.054037521,-0.071497569,-0.101946872,-0.198231731,-0.307952579,-0.43316442,-0.304849074,-0.49752421,-0.071546394,-0.126677763,-0.110253412,-0.097150495,0.033142685,0.237516585,0.170879039,0.139355312,-0.107644805,-0.202490962,-0.215203515,-0.228139032,-0.275745273,-0.432602043,-0.136323404,-0.32550357
28060,160,N10,N,0,160_20,-0.080359473,-0.143070146,-0.079715726,-0.095407875,-0.119944973,-0.076617162,-0.133786092,-0.113701093,-0.100332015,-0.205312113,-0.128833599,-0.100858232,-0.466197449,-0.681260667,-0.319911252,-0.481463377,-0.123713615,-0.129667585,-0.104429975,-0.25067512,-0.084022001,-0.209748077,-0.071655183,-0.306902031,-0.022560205,-0.035717351,0.059470442,0.002219176,0.408851236,0.485199638,0.147442007,0.306125983,-0.204073088,-0.272737731,-0.184145701,-0.346082995,-0.203966974,-0.286365239,-0.205441275,-0.420603124,-0.122892221,-0.241029463,-0.069363157,-0.098639056,-0.057346214,-0.196061029,-0.172469245,-0.175337395,0.043354143,-0.013402561,0.024714249,0.155267245,-0.035922971,0.133130915,-0.062130908,0.193200938,-0.07777181,-0.169594762,-0.188304041,-0.103077408,-0.875048685,-1.166460304,-0.46735326,-0.78758936
28076,160,R10,R,0,160_30,-0.125441655,-0.190838177,-0.057649515,-0.09297542,0.094916299,0.06250373,0.016537262,-0.031384076,-0.060473344,-0.110994866,-0.013550943,-0.047888498,0.043320116,0.040912938,0.005107621,-0.070899016,0.013720518,0.068102664,0.018432438,0.005635569,-0.148896522,-0.298481056,-0.175808731,-0.380626472,0.032153257,0.030409112,0.007574379,0.021419326,-0.057063254,-0.075575229,-0.091336207,-0.11483513,-0.111721137,-0.122735512,-0.039217077,-0.087339851,-0.053980223,-0.235977326,-0.159271469,-0.412010548,-0.028320087,-0.080585754,-0.005976564,-0.026469173,-0.013743138,-0.03466229,-0.086228585,-0.185734147,-0.139162173,-0.258940841,-0.076081953,-0.098610989,0.243812821,0.360984785,0.192345993,0.349242396,-0.092626601,-0.141403978,-0.021125321,-0.069307824,0.100383369,0.116488167,0.096443828,0.043936114
28092,160,N07,N,0,160_17,-0.082367776,-0.083425794,-0.413652011,-0.544077657,-0.331778876,-0.634375617,-0.058397449,-0.277244327,0.049029138,0.003639909,-0.010903865,-0.200314825,-0.08270979,-0.275485028,-0.126859603,-0.189169046,0.019034485,0.011291919,-0.04856454,-0.305134598,-0.008187834,-0.496138184,0.13790672,-0.233266115,0.056237141,0.035352951,-0.032272671,-0.095809089,-0.062096894,-0.070928334,-0.017988792,-0.049874489,-0.063333291,-0.072133875,-0.462216551,-0.849212255,-0.33996671,-1.130513802,0.079509271,-0.510510442,0.105266279,0.03899286,-0.043176537,-0.296123914,-0.144806684,-0.346413362,-0.144848395,-0.239043535,-0.10140226,-0.094717713,-0.365087471,-0.238943059,-0.323591041,-0.138237433,-0.196304169,-0.043978213,-0.007208003,-0.031713042,0.021368806,-0.104505735,-0.020612896,-0.204556694,-0.108870812,-0.139294556
28108,160,N09,N,0,160_19,-0.042912862,0.053662483,0.052155231,0.237458189,0.045299181,0.259608713,0.148619132,0.218509221,0.000103794,0.014134257,-0.09871627,-0.035766465,0.182224054,0.14455794,0.06909052,0.277869084,0.022882398,0.01795518,0.033630083,0.027647174,0.006129032,0.064305249,-0.023286244,-0.080819782,0.094783435,0.072426372,0.124276228,0.102070034,0.090984171,0.082897008,0.086552031,0.166363069,-0.020030463,0.071617664,0.085785313,0.265105363,0.051428214,0.323913962,0.125332888,0.13768944,0.094887229,0.086560629,0.025559958,0.066303569,0.273208226,0.227454948,0.155642551,0.444232153,-0.06579526,0.035707303,0.018525148,0.209811014,0.039170149,0.195303464,0.171905376,0.299329003,-0.094679641,-0.058292115,-0.222992498,-0.1378365,0.091239883,0.061660932,-0.017461511,0.111506015
28124,160,N02,N,0,160_12,-0.293474547,-0.378433757,-0.327628175,-0.207480617,-0.054905428,-0.175316359,0.086116579,0.090102553,-0.016463171,0.213232847,-0.140291978,-0.234454373,-0.353007326,-0.483875882,-0.393482689,-0.351997828,-0.15029844,-0.22548257,-0.058340741,-0.318251928,-0.107930844,-0.369375588,-0.084806749,-0.157758646,-0.12722853,-0.2791204,-0.129507029,-0.287482909,0.068816352,-0.051145611,-0.09468256,-0.006329151,-0.443772986,-0.603916327,-0.385968916,-0.525732546,-0.162836272,-0.544691946,0.00130983,-0.067656093,-0.143691701,-0.065887553,-0.269799006,-0.521937281,-0.284190974,-0.535021493,-0.488165249,-0.358326979,-0.143176107,-0.152951186,-0.269287434,0.110771311,0.053025417,0.194059229,0.170923329,0.2478612,0.11076536,0.492353246,-0.010784949,0.053028536,-0.421823679,-0.432730271,-0.29880013,-0.345668677
28140,160,R06,R,0,160_26,-0.177656512,-0.306361193,-0.077841623,-0.279669689,-0.233382448,-0.329729527,-0.322275208,-0.414346462,-0.117850993,-0.251104019,-0.134083776,-0.218388043,0.210312257,0.210309942,-0.011836495,0.049260094,-0.0262924,-0.013256282,-0.006572799,0.072884167,0.09853971,0.242102614,0.179590119,0.367050088,0.067436171,0.094405577,-0.032276939,0.077620994,-0.348661329,-0.336922072,-0.173490442,-0.269418233,-0.203948912,-0.319617475,-0.084414422,-0.206785523,-0.134842737,-0.087626913,-0.142685089,-0.047296374,-0.050414822,-0.156698441,-0.166360715,-0.140767049,-0.138349072,-0.126612131,-0.185326937,-0.220158139,-0.151364111,-0.293104911,-0.071268824,-0.352553856,-0.331922158,-0.571832142,-0.501865326,-0.781396551,-0.185287165,-0.345509596,-0.101806837,-0.296009036,0.558973587,0.547232014,0.161653947,0.318678327
28156,160,R07,R,0,160_27,0.19671251,0.251288254,0.161867688,0.217764836,0.21440248,0.297712509,0.292769246,0.288444368,0.227647395,0.331043952,0.184029862,0.273145554,0.415841139,0.474285209,0.255271037,0.453341215,-0.023899908,-0.006737754,-0.015998305,-0.085483336,0.018531737,0.05031646,-0.107660261,0.028595783,-0.062487772,-0.102033769,-0.076279776,-0.096867757,-0.157085006,-0.239679363,-0.056230968,-0.167442064,0.172812602,0.2445505,0.145869382,0.1322815,0.232934216,0.348028969,0.185108985,0.317040151,0.165159623,0.229010183,0.107750085,0.176277797,0.258756133,0.234605846,0.199040069,0.285899151,0.220612417,0.258026008,0.177865993,0.303248171,0.195870743,0.247396049,0.400429507,0.259848585,0.290135168,0.433077721,0.260309638,0.370013311,0.572926144,0.713964572,0.311502004,0.62078328
